CaseOrder,Outage_sec_perweek,Yearly_equip_failure,InternetService,Bandwidth_GB_Year,Population,Area,Tenure
9153,5.251395,1,Fiber Optic,6516.704569,624,Suburban,71.32593
9154,12.89005,1,Fiber Optic,5714.467771,2459,Suburban,65.52
9155,15.1921,0,DSL,6174.837293,985,Rural,62.6237
9156,9.576327,1,Fiber Optic,5329.313105,315,Suburban,60.18256
9157,6.213067,0,DSL,6154.993798,25794,Suburban,61.49796
9158,11.11995,0,None,5676.643658,1947,Rural,62.97217
9159,13.16727,0,Fiber Optic,5626.093885,3756,Rural,62.6093
9160,10.30581,0,DSL,6637.249892,597,Suburban,69.82129
9161,7.471035,0,None,3347.326138,2515,Suburban,39.72823
9162,7.789435,0,DSL,6234.113968,232,Suburban,67.18365
9163,14.67012,1,Fiber Optic,5075.816829,2553,Suburban,56.37162
9164,13.33731,0,Fiber Optic,3572.738241,7218,Urban,39.62761
9165,10.94239,0,None,5934.090437,2912,Suburban,69.62503
9166,14.69877,0,DSL,6076.755109,3111,Urban,66.57985
9167,12.64209,0,None,5809.15662,1811,Suburban,63.86178
9168,14.07128,0,None,4740.002962,6570,Urban,50.8968
9169,9.224662,1,DSL,5291.716803,13788,Rural,55.70433
9170,13.21238,0,DSL,6619.456202,1364,Rural,71.86603
9171,3.093001,0,DSL,6098.579126,553,Suburban,67.20074
9172,8.226943,0,Fiber Optic,5731.179041,9230,Urban,63.85056
9173,9.360835,0,DSL,6262.462856,290,Rural,66.27924
9175,10.61778,0,DSL,5895.135365,59637,Rural,63.71215
9176,12.09291,3,Fiber Optic,5728.24521,12374,Urban,62.77605
9177,9.993283,1,Fiber Optic,6307.538056,41600,Urban,67.35833
9178,11.57025,1,None,4355.447904,26291,Urban,49.19446
9179,14.81549,1,DSL,4944.584376,3986,Rural,49.42466
9180,11.69295,0,Fiber Optic,4780.816747,2108,Urban,56.92191
9181,10.75625,2,Fiber Optic,6343.939228,5009,Suburban,71.24132
9182,12.89898,0,None,4615.447586,8116,Suburban,52.79539
9183,8.179697,1,None,6024.865758,636,Urban,70.69994
9184,5.185535,0,DSL,6498.14477,11466,Rural,71.07066
9185,10.00295,0,Fiber Optic,4167.667908,154,Rural,46.04347
9186,8.74571,0,Fiber Optic,5056.498128,145,Rural,56.56921
9187,12.46976,1,Fiber Optic,4972.468459,234,Urban,56.54849
9188,10.71363,1,Fiber Optic,4116.511731,1209,Urban,45.62467
9189,9.713643,0,Fiber Optic,4759.907327,33,Suburban,48.82939
9190,10.0409,0,Fiber Optic,5132.685447,1410,Rural,61.88298
9191,4.757756,0,Fiber Optic,5084.889707,1959,Urban,57.98641
9192,8.981113,1,DSL,4480.306619,22811,Rural,46.66704
9193,8.947114,0,Fiber Optic,5550.321643,1193,Urban,60.43193
9194,8.429623,0,None,6071.79498,6294,Rural,68.77621
9195,5.113906,1,Fiber Optic,5345.046858,55,Rural,55.97317
9196,9.7879,0,None,4957.435146,7762,Urban,55.27092
9197,10.49575,0,DSL,6002.578168,32870,Urban,61.42667
9198,10.88233,0,Fiber Optic,5893.622644,5491,Suburban,67.71954
9199,12.1649,0,DSL,4934.319062,56959,Urban,52.99707
9200,9.166549,0,Fiber Optic,4443.076355,4900,Urban,48.61807
9201,7.945183,0,DSL,4956.677539,3422,Urban,52.30521
9202,10.27395,0,DSL,6706.905363,41026,Urban,71.48476
9203,8.869603,1,DSL,5385.589638,15929,Urban,52.78111
9204,8.394378,1,Fiber Optic,5662.268037,17920,Rural,64.82482
9205,8.682296,2,None,5747.654271,592,Suburban,59.20412
9206,16.40248,0,Fiber Optic,5087.557363,65335,Urban,59.22188
9207,4.224255,0,None,5284.511287,2115,Rural,56.96287
9208,12.60495,0,DSL,5102.051113,4625,Rural,53.01595
9210,9.515041,0,Fiber Optic,5612.009142,198,Suburban,64.17032
9211,9.804896,1,Fiber Optic,4796.464221,46418,Urban,57.31788
9212,13.45927,0,DSL,5390.477473,8199,Urban,54.67414
9213,14.06274,0,DSL,4984.78563,3672,Rural,50.48733
9214,9.096632,0,None,4301.135534,41743,Rural,51.8548
9215,12.95862,1,DSL,5645.623244,3209,Urban,61.19516
9216,8.761838,0,Fiber Optic,5614.790593,2532,Rural,66.94632
9218,10.41218,1,DSL,5524.916473,5491,Rural,59.01705
9219,12.75335,0,Fiber Optic,6486.342263,2060,Rural,71.59806
9220,11.52287,0,Fiber Optic,4799.331248,5920,Rural,54.8395
9221,9.443369,1,Fiber Optic,4203.265113,10949,Suburban,43.86959
9222,10.77736,0,None,6337.777813,585,Suburban,70.50786
9223,7.915823,0,Fiber Optic,5924.499555,1067,Rural,68.00557
9224,11.20001,0,None,5659.754528,4401,Urban,65.67292
9225,5.547142,0,DSL,5813.907009,14523,Urban,61.85144
9226,9.934332,1,Fiber Optic,5890.196741,431,Urban,68.97874
9227,7.257865,0,DSL,5736.40115,10122,Suburban,59.52044
9228,11.03721,0,None,5194.999763,331,Urban,57.28247
9229,12.32894,1,DSL,6230.059428,63894,Urban,67.92751
9230,9.148549,0,Fiber Optic,5600.167567,543,Urban,65.71442
9231,8.239255,0,None,4951.211643,8226,Rural,50.84459
9232,10.29679,0,DSL,5651.302353,3690,Rural,59.21421
9233,9.915906,0,None,5397.665839,76,Rural,61.52908
9234,11.19586,1,Fiber Optic,5193.997651,24779,Urban,58.94313
9235,6.093676,0,DSL,6578.562564,25220,Suburban,66.03306
9236,9.632954,0,Fiber Optic,4643.404934,304,Rural,53.80104
9237,9.690982,0,Fiber Optic,5897.480679,40770,Urban,68.44883
9238,15.29137,1,Fiber Optic,6175.832114,25091,Urban,66.68688
9239,3.712647,1,Fiber Optic,6277.545967,15477,Suburban,66.46538
9240,3.85093,0,Fiber Optic,6339.601147,240,Urban,69.82047
9241,13.10561,0,None,5422.646982,127,Suburban,60.59442
9242,5.825619,0,DSL,5318.331264,44474,Rural,57.95709
9243,15.37298,0,None,4696.683851,10729,Suburban,52.56232
9244,11.06803,0,None,6180.701125,1614,Rural,70.55657
9245,12.47085,0,Fiber Optic,6153.937297,16974,Suburban,70.48211
9246,11.19187,0,DSL,5180.245459,3769,Urban,52.68435
9247,9.060299,1,None,4610.018066,2076,Rural,50.79108
9248,6.367803,1,Fiber Optic,6246.940881,5851,Rural,66.11418
9249,10.53982,0,None,5970.386278,945,Rural,67.61213
9250,10.32772,0,DSL,6605.855412,90,Urban,66.50393
9251,11.63792,1,Fiber Optic,5341.756379,46215,Suburban,62.67099
9252,13.60982,2,None,5518.35161,484,Urban,63.11931
9253,12.2879,0,DSL,6004.311688,8913,Rural,61.10374
9254,10.30157,1,DSL,6484.077095,905,Suburban,65.85662
9255,8.639223,1,DSL,6417.345247,17543,Suburban,70.10448
9256,15.54947,0,Fiber Optic,5099.333841,54101,Urban,56.00686
9257,8.965315,0,DSL,5747.925597,370,Urban,62.17986
9258,10.12368,1,DSL,6069.26126,9379,Suburban,63.35816
9259,5.876435,0,Fiber Optic,5514.722604,1117,Urban,64.57131
9260,10.76147,0,DSL,5169.811527,240,Rural,52.69603
9261,10.50809,0,Fiber Optic,5089.309759,241,Rural,58.20411
9262,7.234753,0,DSL,5557.902015,1160,Rural,58.8386
9263,6.824295,0,Fiber Optic,5547.914544,1660,Urban,62.20437
9264,7.627938,1,Fiber Optic,4458.339586,67,Urban,50.97885
9265,10.48089,0,Fiber Optic,5756.010952,348,Suburban,63.97683
9266,12.5176,1,DSL,4678.84382,16200,Rural,45.94768
9267,10.24503,0,Fiber Optic,4986.700367,169,Rural,58.08656
9268,9.515782,0,Fiber Optic,5932.680423,1709,Urban,67.00167
9269,11.49116,0,None,6433.080677,2813,Urban,69.84899
9270,13.29687,0,Fiber Optic,4657.315652,843,Urban,50.89975
9271,9.966367,1,DSL,6074.125643,4904,Rural,67.69779
9272,17.13733,0,Fiber Optic,5407.07316,6457,Urban,58.58794
9273,7.865494,0,Fiber Optic,5432.427022,485,Rural,62.44603
9274,8.780929,0,DSL,5418.636172,12158,Suburban,52.95001
9275,7.532241,1,None,6305.471651,16228,Rural,67.87019
9276,14.32642,0,Fiber Optic,5005.866114,4390,Rural,55.85553
9277,7.021583,0,None,4787.756156,856,Rural,54.21518
9278,11.0988,0,None,5101.277891,11865,Rural,57.64074
9279,5.859626,0,Fiber Optic,5978.652711,109,Suburban,63.90696
9280,7.877643,0,None,5147.718209,11446,Suburban,58.69465
9281,11.11999,0,Fiber Optic,5712.51151,329,Suburban,66.72288
9282,16.36195,0,DSL,6645.186507,2178,Rural,70.95851
9283,7.775552,0,None,5147.808018,17620,Suburban,56.20288
9284,9.704564,0,Fiber Optic,5163.3129,291,Urban,59.36904
9285,9.954496,0,DSL,6324.792407,2423,Urban,68.98754
9286,6.468432,1,Fiber Optic,5426.315112,13120,Rural,59.91013
9287,5.730845,0,DSL,4763.445879,249,Suburban,48.66437
9288,8.544211,0,DSL,5833.458374,67,Rural,58.83899
9289,9.867683,0,None,4767.934082,2335,Suburban,55.01651
9290,11.3974,0,None,4927.749239,23612,Suburban,51.74916
9291,4.85258,1,Fiber Optic,6074.8746,990,Urban,68.07527
9292,9.880673,1,Fiber Optic,5837.262258,20193,Rural,68.79305
9293,5.569496,0,None,6192.63762,26032,Urban,69.71137
9294,14.57287,1,Fiber Optic,6055.261009,1159,Rural,65.12042
9295,11.30121,0,DSL,6511.608523,1796,Rural,64.11559
9296,10.70375,1,Fiber Optic,5807.811165,1428,Suburban,64.87699
9297,10.35157,0,None,3789.797735,15728,Suburban,43.5742
9298,15.07977,0,DSL,6093.659885,657,Suburban,64.40902
9299,11.54422,0,DSL,4761.06852,1414,Rural,47.77384
9300,9.969188,1,Fiber Optic,5834.963129,4251,Urban,70.50182
9301,9.553584,0,Fiber Optic,6705.630348,6393,Suburban,69.00321
9302,9.090057,0,Fiber Optic,5801.206123,11530,Suburban,64.54595
9303,15.11505,2,Fiber Optic,5887.870657,296,Suburban,62.45252
9304,11.66727,0,Fiber Optic,5532.984193,1375,Rural,60.36923
9305,13.50438,0,DSL,6564.863417,6100,Rural,71.50974
9306,7.516,2,DSL,6534.389245,761,Rural,69.2394
9307,5.917707,0,DSL,6330.802447,5230,Suburban,64.3165
9308,12.71722,0,Fiber Optic,6071.169112,187,Urban,67.75441
9309,10.88926,0,DSL,6411.520424,8205,Urban,67.53219
9310,10.59582,0,Fiber Optic,5168.726317,18372,Suburban,59.03432
9311,11.41416,1,None,5649.428932,3340,Suburban,66.75755
9312,7.624327,0,Fiber Optic,4549.43734,14112,Suburban,48.63086
9313,6.542626,0,Fiber Optic,5719.69414,2967,Urban,66.48285
9314,10.35594,0,DSL,6090.318161,11880,Suburban,60.58029
9315,12.54974,0,Fiber Optic,5305.771174,2243,Suburban,59.17567
9316,17.59522,0,DSL,6081.603462,5450,Rural,67.01405
9317,9.99185,0,Fiber Optic,6355.992915,824,Urban,70.05743
9318,12.54776,0,DSL,6338.594614,105,Urban,67.22133
9319,14.012,1,Fiber Optic,5661.364423,2439,Urban,63.10868
9320,11.33648,0,Fiber Optic,4750.441086,3481,Rural,51.426
9321,8.611381,0,DSL,6075.221267,1168,Urban,68.02518
9322,11.24169,0,Fiber Optic,6282.975764,304,Rural,67.26027
9323,10.31648,0,DSL,6613.783896,782,Rural,71.26977
9324,7.79697,2,Fiber Optic,5757.088887,29747,Rural,70.00933
9325,6.858262,0,Fiber Optic,5690.433807,1893,Rural,67.00686
9326,7.845949,0,Fiber Optic,4337.149997,3255,Urban,49.07593
9327,9.172501,0,Fiber Optic,5432.940887,2879,Urban,64.05063
9328,9.371011,0,DSL,6068.222536,60254,Urban,64.01003
9329,6.880176,0,None,4249.716645,21184,Urban,44.73398
9330,9.196199,0,DSL,5950.933762,202,Rural,66.79288
9331,11.53912,0,Fiber Optic,5394.514435,1024,Suburban,53.81991
9332,8.685498,2,DSL,5055.502095,2127,Suburban,53.99857
9333,13.60832,0,Fiber Optic,3569.479648,18029,Urban,37.36723
9334,3.671674,0,DSL,6529.773925,1389,Rural,69.69574
9335,8.793558,1,Fiber Optic,4975.669515,55210,Rural,57.23085
9336,10.84557,1,Fiber Optic,5839.250864,2400,Rural,68.95831
9337,9.006029,0,Fiber Optic,3376.351709,1363,Rural,38.2827
9338,6.936565,1,DSL,6335.387515,40005,Suburban,66.63279
9339,13.01421,1,DSL,4974.114415,171,Rural,53.54212
9340,3.362072,1,DSL,5360.346274,14619,Urban,56.17179
9341,7.435907,0,DSL,6196.784339,1001,Urban,59.6499
9342,10.24188,3,None,5081.314229,5176,Urban,59.15713
9343,10.61307,2,Fiber Optic,6535.516989,1922,Rural,70.46581
9344,11.94654,0,None,6391.040605,1784,Urban,71.46108
9345,3.217473,0,None,5214.288823,41600,Urban,54.88836
9346,10.03353,0,Fiber Optic,4537.352503,3219,Rural,50.24277
9347,10.64494,0,Fiber Optic,5815.077393,17479,Suburban,65.43822
9348,8.930603,0,Fiber Optic,5901.736855,3149,Urban,69.1413
9349,14.63927,1,None,4958.925244,2984,Urban,53.03214
9350,11.29101,0,None,3891.731564,29997,Urban,42.6185
9351,6.836654,0,DSL,6374.14986,14839,Suburban,68.86185
9352,8.353363,0,Fiber Optic,6499.362155,22492,Urban,70.81829
9353,13.66895,0,Fiber Optic,4642.465727,13132,Suburban,49.69121
9354,7.897277,0,DSL,5509.232295,239,Urban,60.04586
9355,6.003569,0,DSL,6235.066316,837,Suburban,66.78251
9356,5.161611,0,None,5452.509295,2357,Urban,62.09703
9357,11.63485,1,None,5465.291356,36724,Urban,63.29972
9358,7.889915,0,DSL,5222.447526,2862,Suburban,58.54629
9359,11.38978,1,None,4663.249156,960,Suburban,51.79712
9360,9.92907,0,Fiber Optic,5714.242038,5670,Suburban,67.12189
9361,7.371937,0,DSL,6483.348101,215,Suburban,70.92476
9362,6.984431,1,Fiber Optic,5874.0733,12570,Rural,70.17477
9363,11.31872,1,None,5739.667361,6935,Urban,66.13697
9364,9.924963,2,Fiber Optic,4373.931443,22766,Suburban,48.90533
9365,7.930711,0,Fiber Optic,5653.877056,601,Suburban,67.13803
9366,9.219293,1,Fiber Optic,5500.10857,3700,Urban,60.34589
9367,7.48647,0,DSL,6078.532596,2419,Urban,59.13489
9368,4.796609,0,None,4016.522653,372,Rural,38.07335
9369,9.237924,1,None,5953.601251,254,Rural,71.96367
9370,11.57345,0,None,4708.151617,589,Rural,51.87217
9371,9.904571,0,DSL,6271.997377,1319,Urban,69.25128
9372,11.10415,0,DSL,4309.391711,919,Suburban,47.04565
9373,10.12587,0,Fiber Optic,3495.239613,680,Urban,37.23531
9374,8.106295,0,DSL,6211.784273,2310,Urban,63.27923
9375,12.12624,0,DSL,5180.761441,7883,Urban,55.63584
9376,8.035783,0,None,6595.253777,1748,Suburban,71.56684
9377,8.6347,0,None,3692.139265,255,Rural,42.74967
9378,14.38138,2,None,5425.114173,16163,Rural,62.91372
9379,5.74823,0,DSL,4420.771386,766,Urban,39.11075
9380,6.368564,1,Fiber Optic,4852.53915,972,Suburban,56.37261
9381,14.81596,0,DSL,5512.145017,782,Suburban,56.40613
9382,11.55533,0,None,5640.561409,210,Suburban,65.5396
9383,4.983086,0,DSL,5869.378889,12628,Rural,64.81224
9384,10.87347,0,None,3270.009915,518,Rural,36.76838
9385,6.189949,0,Fiber Optic,5833.372426,1108,Suburban,65.01223
9386,9.32394,0,DSL,4688.00861,23875,Urban,50.27926
9387,6.855149,4,Fiber Optic,5689.315894,1924,Suburban,63.17504
9388,8.259933,1,DSL,5645.707551,583,Rural,55.73208
9389,13.35703,1,DSL,5583.623978,12577,Suburban,57.27176
9390,13.0284,0,DSL,6753.968051,43551,Urban,71.71756
9391,11.40089,0,Fiber Optic,6263.757352,7050,Rural,67.95515
9392,6.304843,1,Fiber Optic,6140.647609,4528,Rural,66.83137
9393,10.73749,0,DSL,5313.315024,6604,Rural,50.67652
9394,7.786296,2,Fiber Optic,5804.098375,8284,Suburban,65.15995
9395,10.26142,0,Fiber Optic,5570.11497,26,Rural,63.28819
9396,6.213528,1,DSL,6025.459819,69,Suburban,67.19978
9397,11.66757,0,DSL,4977.596828,761,Suburban,49.72909
9398,10.64368,0,DSL,5630.968528,440,Urban,61.82169
9399,7.092099,0,Fiber Optic,6055.20888,109,Urban,62.2002
9400,12.72561,0,Fiber Optic,5430.887513,1927,Rural,61.27483
9401,9.381688,0,None,3561.612414,383,Rural,41.17585
9402,9.953286,0,Fiber Optic,6687.67953,1543,Suburban,71.10143
9403,0.827544,2,Fiber Optic,5441.578168,1972,Suburban,61.59036
9404,10.19731,0,Fiber Optic,5694.030993,147,Suburban,61.68555
9405,6.659046,0,Fiber Optic,5087.470766,11647,Rural,58.15209
9406,10.61585,0,None,5245.350989,411,Suburban,60.54294
9407,9.07607,0,Fiber Optic,5588.162385,7371,Rural,62.31372
9408,13.74043,0,Fiber Optic,6419.956581,4832,Urban,69.7539
9409,9.020448,0,Fiber Optic,3830.124693,10185,Rural,41.97598
9410,9.84351,0,DSL,6832.868436,872,Suburban,69.99165
9411,14.02325,0,None,5931.491211,93,Suburban,66.64969
9412,6.719136,0,DSL,5205.119963,2684,Rural,49.04173
9413,10.49267,0,Fiber Optic,4395.076801,221,Rural,50.58579
9414,9.180051,2,None,4859.940299,7749,Urban,56.21686
9415,11.69593,0,DSL,5231.943657,77,Suburban,56.39145
9416,11.78497,0,Fiber Optic,5978.10151,686,Rural,70.90623
9417,10.57287,2,DSL,5547.79964,868,Suburban,57.49343
9418,4.773942,1,Fiber Optic,5069.704766,168,Urban,56.14325
9419,8.525073,1,Fiber Optic,3968.64853,248,Rural,46.94705
9420,14.22713,0,Fiber Optic,4996.932332,1899,Suburban,58.01097
9421,10.49348,2,DSL,5586.884248,22744,Suburban,57.33305
9422,16.01067,0,DSL,6584.194557,35240,Suburban,71.39698
9423,11.91664,3,None,4554.912177,1976,Rural,49.37752
9424,10.26971,1,None,5746.521769,1659,Rural,62.08608
9425,12.57676,0,DSL,5562.080707,5442,Suburban,59.20792
9426,12.24262,0,Fiber Optic,6107.912748,1257,Urban,71.94719
9427,9.454309,0,None,3784.619457,39994,Rural,43.40702
9428,13.47255,0,None,5324.687949,26640,Rural,58.91402
9429,14.86993,0,DSL,5548.443188,187,Rural,59.1561
9430,9.41206,0,Fiber Optic,6080.672336,2718,Rural,67.99131
9431,7.74031,0,Fiber Optic,6161.795039,25328,Suburban,69.70761
9432,7.762278,0,DSL,3961.965984,5858,Urban,40.8394
9433,14.22832,0,None,4641.841664,12830,Rural,51.67412
9434,12.2166,1,None,4740.544814,5360,Urban,54.61973
9435,7.771673,1,Fiber Optic,5852.299578,3351,Urban,64.93663
9436,10.96142,0,DSL,6625.807498,16630,Suburban,68.00653
9437,11.8535,1,Fiber Optic,3717.758451,4308,Suburban,41.84938
9438,11.67139,1,Fiber Optic,5661.862374,362,Suburban,66.49811
9439,12.23027,0,DSL,5350.055146,14989,Urban,54.64972
9440,8.450991,0,DSL,5638.438682,27897,Suburban,57.27183
9441,11.98358,1,Fiber Optic,4224.921196,1782,Urban,42.47836
9443,11.25886,0,DSL,4129.863047,423,Rural,39.27473
9444,7.750919,0,Fiber Optic,4728.350252,759,Urban,52.78874
9445,10.15194,1,Fiber Optic,3729.770527,921,Suburban,36.05704
9446,13.36237,0,Fiber Optic,6280.352244,655,Rural,70.63095
9447,8.301608,1,Fiber Optic,6572.01585,7260,Urban,71.48016
9448,13.20603,0,Fiber Optic,6053.109934,66,Suburban,71.17766
9449,14.3882,1,None,5572.501755,12628,Urban,66.57294
9450,5.325493,0,None,5829.765326,1840,Rural,62.90578
9451,11.77623,0,Fiber Optic,5473.614497,54780,Suburban,65.01229
9452,5.545685,0,None,5574.461345,1748,Rural,63.40014
9453,7.87678,0,Fiber Optic,4622.488998,613,Urban,52.92007
9454,11.11017,1,Fiber Optic,6436.529978,736,Suburban,71.54844
9455,11.32677,0,DSL,4958.675342,945,Urban,50.26004
9456,12.16623,0,Fiber Optic,5468.30764,1785,Urban,57.37458
9457,4.617674,0,DSL,4847.023011,3576,Rural,45.5098
9458,7.332892,1,None,6081.602554,294,Suburban,68.63549
9459,9.893011,0,Fiber Optic,4908.377893,193,Suburban,54.72683
9460,8.590983,0,Fiber Optic,5198.878568,115,Urban,58.87612
9461,15.89345,0,None,4941.36404,25134,Suburban,57.25068
9462,9.414665,1,None,4969.876754,3709,Rural,51.83082
9463,9.3203,2,Fiber Optic,4899.165964,32117,Suburban,56.77789
9464,11.56996,1,DSL,5067.734125,206,Rural,48.50733
9465,8.181079,0,Fiber Optic,6048.496879,2275,Rural,69.48387
9466,7.75943,0,DSL,6006.148703,1786,Suburban,63.55011
9467,11.43391,2,Fiber Optic,5104.605923,476,Rural,55.87308
9468,10.59431,1,DSL,6294.844782,10451,Suburban,67.41948
9469,9.371171,0,Fiber Optic,5128.476246,207,Suburban,54.74318
9470,8.474787,0,None,4824.822478,6335,Urban,54.20972
9471,11.27164,1,Fiber Optic,4764.450406,4705,Suburban,49.61816
9472,12.74004,0,DSL,5958.960225,4406,Urban,64.04466
9473,8.086307,0,Fiber Optic,4810.093397,496,Urban,51.51251
9474,13.68737,1,Fiber Optic,5053.249434,68,Rural,53.44438
9475,8.279436,0,DSL,5161.60863,48969,Rural,56.22378
9476,13.90412,0,DSL,4943.554958,323,Urban,47.48699
9477,11.44544,1,None,6055.61999,7456,Urban,71.06048
9478,10.28962,1,DSL,6284.948965,166,Rural,61.54459
9479,10.78887,0,None,5116.646122,4177,Rural,60.09935
9480,12.46556,0,Fiber Optic,5163.277727,4216,Rural,61.29211
9481,10.88036,0,DSL,6000.414945,5639,Rural,66.47483
9482,4.452309,1,None,6471.718103,714,Rural,66.82161
9483,9.760517,0,None,6745.439598,2604,Rural,71.99928
9484,8.20146,0,Fiber Optic,6119.939852,2175,Rural,67.74157
9485,6.579744,1,Fiber Optic,5745.359728,587,Suburban,64.95028
9486,14.69873,0,DSL,6572.634947,21825,Rural,68.30856
9487,9.282643,0,Fiber Optic,5882.516568,635,Urban,68.88449
9488,10.14357,2,DSL,6390.767295,548,Urban,68.96928
9489,7.283757,0,None,5445.472792,548,Suburban,58.86292
9490,8.101706,0,DSL,5233.838265,537,Rural,58.5608
9491,7.054788,0,DSL,5921.839604,2951,Suburban,57.92283
9492,10.81203,0,DSL,4730.05387,232,Rural,42.74753
9493,10.522,0,DSL,5583.899513,23,Rural,54.87013
9494,14.7506,0,Fiber Optic,4752.863118,57226,Suburban,55.74944
9495,8.986845,0,None,6378.988565,11335,Rural,71.83314
9496,10.30218,1,Fiber Optic,5857.937007,46,Urban,66.75045
9497,8.162504,0,Fiber Optic,3643.379954,671,Suburban,43.01015
9498,10.0151,0,Fiber Optic,5071.720337,80,Rural,55.81802
9499,5.72361,0,Fiber Optic,5444.825706,34639,Rural,59.54373
9500,14.20174,1,Fiber Optic,4422.020076,15644,Suburban,51.43424
9501,5.15128,0,Fiber Optic,6101.79747,33435,Urban,70.41272
9502,6.05702,1,Fiber Optic,5749.199161,2027,Suburban,65.44538
9503,9.554385,0,Fiber Optic,6406.812827,838,Urban,68.9536
9504,9.329676,0,DSL,5893.413959,1220,Urban,62.07809
9505,7.670802,0,None,5640.220209,42011,Rural,65.19899
9506,10.90873,0,None,4535.472251,207,Rural,53.37805
9507,4.19326,1,Fiber Optic,5539.851767,20929,Suburban,64.94288
9508,9.208571,0,Fiber Optic,4364.211589,46513,Suburban,48.31275
9509,13.92475,1,DSL,5702.76012,171,Suburban,55.87037
9510,10.81583,0,DSL,5084.625994,41665,Suburban,53.28955
9511,10.78449,1,Fiber Optic,5573.580119,7354,Suburban,63.05783
9512,11.28199,0,DSL,5910.676012,46890,Rural,62.28135
9513,7.763803,0,Fiber Optic,5953.612372,13475,Rural,68.20701
9514,11.95052,1,None,4479.265023,215,Rural,48.24148
9515,8.489095,1,None,5084.758938,651,Rural,58.66601
9516,7.049572,2,Fiber Optic,5758.699624,3373,Urban,64.19478
9517,9.154382,1,Fiber Optic,4305.698234,14985,Suburban,47.79913
9518,8.275925,0,Fiber Optic,5031.554237,1215,Rural,54.89306
9519,8.898125,1,None,5998.639237,499,Urban,67.10378
9520,11.79061,2,Fiber Optic,5507.943409,140,Suburban,63.72204
9521,11.51417,0,Fiber Optic,5730.642149,5706,Suburban,66.89696
9522,6.426418,0,Fiber Optic,6059.960875,2275,Suburban,71.23043
9523,11.6179,0,Fiber Optic,5498.125633,5283,Urban,60.33663
9524,7.586747,1,DSL,6099.843568,6519,Rural,59.98562
9525,11.71731,1,Fiber Optic,6361.936513,18322,Rural,67.67761
9526,7.117576,0,Fiber Optic,5447.398068,195,Urban,61.50738
9527,6.74053,1,Fiber Optic,3954.170646,4388,Suburban,45.65226
9528,9.592787,0,Fiber Optic,5949.914693,8140,Urban,64.68955
9529,6.78886,0,Fiber Optic,5931.842515,114,Urban,61.83307
9530,9.447473,0,None,6136.653635,159,Suburban,70.36396
9531,13.26825,0,Fiber Optic,5921.501848,901,Rural,66.73461
9532,10.38436,2,Fiber Optic,4670.326557,6302,Urban,52.38371
9533,13.38037,0,DSL,6412.993801,271,Rural,69.60264
9534,12.91539,1,None,5623.802264,843,Rural,63.75865
9535,5.073443,0,None,5218.302234,29154,Rural,58.20259
9536,11.56473,0,None,5878.395212,6213,Suburban,67.95509
9537,11.22831,0,None,6139.695302,20872,Rural,67.6308
9538,9.702296,0,DSL,5375.881358,134,Rural,58.87396
9539,11.85362,0,Fiber Optic,4933.193936,1015,Rural,56.29659
9540,8.031817,0,Fiber Optic,5748.620529,9162,Suburban,66.68553
9541,9.605943,1,DSL,5881.611846,1145,Rural,60.64369
9542,5.81173,0,DSL,4782.774479,15787,Suburban,52.78581
9543,7.831325,0,None,5420.694461,4777,Urban,61.78618
9544,10.66271,1,Fiber Optic,4836.771242,15400,Urban,56.8243
9545,12.27148,1,DSL,6074.154988,227,Urban,59.97134
9546,12.38166,2,DSL,5011.208685,11866,Urban,51.19742
9547,8.937648,0,DSL,5490.224221,824,Suburban,56.31703
9548,8.773331,0,None,3406.934201,12760,Suburban,37.50261
9549,9.111045,0,Fiber Optic,4366.897142,5622,Rural,47.9937
9550,10.1399,1,Fiber Optic,5978.105413,2844,Suburban,69.19621
9551,8.689682,0,DSL,5790.905465,35151,Suburban,64.67477
9552,12.87836,1,Fiber Optic,5977.806518,1533,Suburban,66.42151
9553,12.27234,0,Fiber Optic,5880.677411,16972,Rural,66.4489
9554,5.461552,0,Fiber Optic,5926.831312,106,Rural,68.03445
9555,6.755865,1,DSL,6631.578565,42059,Suburban,66.4055
9556,6.691445,0,Fiber Optic,4655.255882,10898,Rural,53.60799
9557,8.898731,0,Fiber Optic,5923.027721,3628,Suburban,67.26145
9558,4.725514,1,DSL,5420.429624,18074,Rural,60.46744
9559,4.836911,0,DSL,5838.500288,1376,Suburban,60.7205
9560,8.178866,1,DSL,5395.692973,2137,Rural,56.10936
9561,8.819943,2,DSL,6312.284353,1496,Suburban,65.52213
9562,13.32245,0,DSL,5703.524705,851,Urban,55.88547
9563,4.788896,1,Fiber Optic,6209.349746,6408,Rural,66.80152
9564,11.49056,1,Fiber Optic,4579.594851,1284,Rural,53.94013
9565,8.26303,1,DSL,5736.046673,29414,Rural,59.8408
9566,7.60487,0,Fiber Optic,5491.9286,1765,Urban,61.00345
9567,7.544732,0,Fiber Optic,5416.863521,760,Suburban,63.9229
9568,14.87917,0,Fiber Optic,4316.799528,2834,Urban,49.24329
9569,7.903037,1,Fiber Optic,4424.978903,701,Rural,51.62267
9570,9.273413,0,DSL,4474.612868,23116,Rural,46.90599
9571,15.91261,1,DSL,6592.008568,5424,Suburban,71.24412
9572,8.318141,0,DSL,5165.862705,1723,Rural,54.67286
9573,9.854252,0,DSL,6072.286168,650,Urban,65.14504
