CaseOrder,Churn,Outage_sec_perweek,Yearly_equip_failure,Income,Email,Contacts,Techie,Contract,Multiple,Tenure,MonthlyCharge,Bandwidth_GB_Year
8556,No,10.30083,0,65978.69,10,2,No,One year,Yes,65.11394,162.4676,6200.072737
8557,No,5.606608,0,73093.52,13,1,No,Month-to-month,No,66.74968,169.9378,5964.070556
8558,No,3.752717,1,6736.05,12,1,Yes,Two Year,No,62.27729,139.9792,5406.926303
8559,No,16.54026,0,26865.42,13,0,No,Two Year,Yes,48.4017,214.9663,4342.047465
8560,No,7.192287,0,21303.64,16,0,No,Two Year,No,61.65935,200.1465,5771.07207
8561,No,9.17978,0,37885.62,15,1,Yes,One year,No,64.02401,162.4608,5934.141788
8562,No,7.617914,2,83201.51,13,0,No,Month-to-month,Yes,58.47534,175.0211,5141.883254
8563,No,9.341105,0,24188.41,11,3,No,Two Year,No,62.77262,114.9976,5334.884836
8564,Yes,8.396047,0,36205.76,11,2,Yes,Month-to-month,Yes,49.11866,152.4624,4787.709945
8565,No,4.53814,1,35791.81,19,2,No,Month-to-month,No,65.44262,172.4441,5663.049118
8566,No,15.1263,0,28757.7,10,0,Yes,One year,Yes,61.09569,252.6378,5591.052659
8567,No,10.19738,0,4263.18,11,0,No,Two Year,No,60.55095,162.4713,5161.466055
8568,No,6.551707,0,20178.71,18,3,Yes,Two Year,No,54.0833,92.48802,4504.376908
8569,Yes,6.214598,1,15721.08,9,1,No,Month-to-month,No,43.73697,212.6415,4458.846728
8570,No,7.505205,0,67619.72,15,0,No,Month-to-month,Yes,65.36252,197.5169,5814.585969
8571,No,6.229531,0,34759.58,8,2,No,Two Year,No,38.84886,117.4872,3810.881389
8572,No,5.529764,0,19948.12,15,2,No,One year,No,36.19603,112.4551,3095.105954
8573,No,9.316164,0,18305.22,11,3,No,Month-to-month,Yes,61.45615,162.4653,5823.6249
8574,No,12.02259,2,19542.22,13,0,No,One year,No,48.78507,95.00571,4170.086495
8575,No,8.8901,1,7569.75,11,0,No,Month-to-month,Yes,59.00593,214.9525,5227.515273
8576,No,10.92999,1,47027.73,11,1,No,One year,Yes,71.6524,214.9525,6309.319991
8577,No,11.8857,1,71899.67,10,2,No,One year,No,41.09672,172.4742,3741.804448
8578,No,9.354732,1,48733.51,15,0,No,Month-to-month,No,70.68543,152.466,5964.374183
8579,No,10.81518,0,10199.44,16,1,No,Month-to-month,Yes,66.82313,137.4978,5880.876863
8580,No,8.268789,0,36559.57,9,2,No,Month-to-month,Yes,59.30543,137.4684,5101.031717
8581,No,14.43295,0,31545.14,14,1,No,Month-to-month,No,62.59775,92.45514,5712.520809
8582,No,9.070611,0,3971.37,12,0,No,Two Year,No,62.27601,147.4601,5244.15561
8583,No,5.834138,0,45795.23,13,0,No,Month-to-month,No,65.06621,184.9785,5889.077769
8584,No,12.46116,1,20213.18,11,2,No,Two Year,No,64.34133,104.9923,5581.345203
8585,No,12.18144,1,33674.02,10,2,No,One year,Yes,52.30473,242.6326,4833.292191
8586,No,11.36428,1,18852.52,9,0,No,Month-to-month,Yes,48.73343,174.9744,4798.910859
8587,No,11.8337,0,28297.97,12,1,No,Two Year,Yes,67.20217,174.991,5878.968323
8588,No,8.813439,0,58131.94,15,0,Yes,Month-to-month,No,71.59338,207.6094,6230.543177
8589,No,15.03023,0,41709.72,7,1,No,One year,Yes,70.90919,252.6378,6555.679518
8590,No,13.26881,0,36727.38,17,0,No,Month-to-month,No,48.28595,184.9785,4354.210928
8591,No,7.026948,1,36079.26,12,0,No,Month-to-month,No,45.51779,114.9509,4114.665387
8592,No,11.64938,0,40217.33,12,0,No,Month-to-month,Yes,70.14609,167.4564,5873.629847
8593,No,9.46119,1,81455.87,11,0,No,Month-to-month,Yes,71.2039,245.175,6771.922364
8594,No,10.52187,0,8855.67,16,2,No,Two Year,Yes,56.70254,275.1336,5429.870356
8595,No,14.64928,0,12705.84,18,2,No,Month-to-month,Yes,67.10152,252.6378,6130.335448
8596,No,16.6785,0,13846.51,12,2,No,Two Year,No,65.12634,187.656,5975.229801
8597,No,8.693473,0,66525.58,8,2,No,Two Year,Yes,58.85834,252.624,5305.10923
8598,No,9.365159,0,14008.49,10,3,No,Month-to-month,Yes,63.82538,144.9607,5319.79287
8599,No,8.277741,0,57408.39,8,1,No,One year,Yes,55.65515,134.9801,5019.79687
8600,No,7.405174,0,60311.48,16,2,No,Month-to-month,Yes,65.34077,202.4433,5614.068087
8601,No,10.67876,1,27165.73,10,1,No,Month-to-month,No,71.11137,162.4608,6683.352536
8602,No,9.315925,0,28333.29,14,2,Yes,Two Year,No,59.16197,182.4608,5155.773559
8603,No,12.90663,0,116972.1,12,0,Yes,One year,No,42.76683,104.9643,4014.850907
8604,No,12.06092,0,32595.47,10,0,No,Two Year,Yes,71.74385,192.4404,6445.40917
8605,No,8.732297,0,82843.95,11,1,No,Two Year,No,67.11925,159.965,5885.871902
8606,No,6.661702,2,9317.9,6,1,No,Month-to-month,No,68.52272,159.9512,5900.606745
8607,No,13.17979,0,59338.59,11,1,No,Two Year,No,49.98309,114.9658,4393.579424
8608,No,6.797028,0,73613.88,14,0,No,One year,Yes,70.40991,172.5034,6066.79912
8609,No,7.64925,0,15854.29,14,0,No,Month-to-month,Yes,68.50985,147.4893,5654.807301
8610,No,11.90673,0,64949.07,12,1,Yes,One year,No,70.45931,159.965,5977.627047
8611,Yes,11.16606,0,34326.31,5,1,No,Month-to-month,Yes,57.54686,162.4538,5413.975477
8612,No,9.216302,0,35478.83,14,0,Yes,Two Year,No,70.83727,104.9629,5990.24437
8613,No,10.13223,0,75193.8,15,2,No,One year,No,64.68179,172.4555,5842.329497
8614,No,11.63685,2,124590.0,10,1,No,Month-to-month,No,52.25168,159.9349,4539.697433
8615,No,4.452995,1,51630.71,9,2,No,Two Year,Yes,41.36314,255.1417,4048.983361
8616,No,7.381781,0,33975.64,13,0,Yes,Two Year,Yes,57.42888,220.1149,5748.819173
8617,No,4.445847,0,24689.6,10,0,No,Two Year,No,67.87061,102.4746,5720.467652
8618,No,13.64684,0,37709.27,11,0,No,Two Year,Yes,57.3396,207.4754,5648.31533
8619,No,11.99123,0,86921.8,20,0,No,Month-to-month,No,48.71074,182.4608,4447.513551
8620,No,8.703489,0,46561.38,9,0,No,Two Year,No,65.19543,127.4601,5932.432985
8621,No,12.07096,1,17781.91,17,0,No,Month-to-month,Yes,63.47229,137.4698,5973.523544
8622,No,12.56239,0,48357.93,16,1,No,Month-to-month,Yes,64.25691,179.9476,5671.161211
8623,No,9.945029,0,37056.67,9,1,No,Month-to-month,No,61.21945,127.4601,5643.207448
8624,No,8.36964,1,22977.79,8,0,No,Two Year,No,61.0763,174.9919,5422.029613
8625,Yes,9.442846,1,128842.9,10,2,No,Month-to-month,Yes,55.51616,245.147,5546.415428
8626,No,8.543635,0,16997.45,10,0,No,Month-to-month,No,55.40614,230.1051,5298.247055
8627,No,6.634736,1,88831.62,12,2,No,Two Year,Yes,61.24745,169.9741,5386.675909
8628,No,11.89701,1,7163.05,14,1,No,One year,Yes,62.68234,197.484,6182.792584
8629,No,9.354817,1,57437.15,13,0,No,One year,Yes,59.33067,169.9741,5260.956377
8630,No,14.34836,0,26722.64,14,2,No,Month-to-month,No,65.89761,114.9728,5593.200037
8631,No,9.414574,0,35795.48,3,0,No,One year,No,64.85756,162.4608,6135.9085
8632,No,6.975702,2,58809.85,15,0,Yes,Two Year,No,62.78671,182.4608,5569.125917
8633,No,10.78835,0,23806.77,10,1,No,One year,Yes,46.65167,184.9939,4286.838179
8634,No,8.272683,1,69369.55,8,3,No,Two Year,Yes,64.95453,207.4811,5777.625223
8635,No,10.52838,0,43141.58,8,1,No,Two Year,No,70.9092,139.9568,6127.202373
8636,No,11.43356,0,4145.29,13,0,No,Month-to-month,No,59.59893,182.447,5312.34805
8637,No,9.781356,1,51024.09,12,0,No,Month-to-month,Yes,53.49096,172.4705,5200.58921
8638,No,5.034833,0,30935.61,10,0,No,Month-to-month,Yes,71.3757,169.9741,6129.316509
8639,No,9.656326,1,58528.77,12,1,No,Two Year,Yes,49.26867,144.9607,4088.428701
8640,No,15.35408,1,10589.06,6,0,No,Month-to-month,No,52.27228,237.6549,5608.519136
8641,No,7.139813,0,18732.06,11,1,Yes,Month-to-month,No,71.53607,127.4738,6835.30081
8642,No,10.26191,0,34685.97,16,1,No,Month-to-month,No,47.62011,162.4713,4159.078651
8643,No,12.50762,1,47735.26,13,0,No,One year,No,58.65575,220.1323,5417.413606
8644,No,19.01629,1,30216.55,13,1,No,One year,Yes,50.95377,255.1665,4953.439647
8645,Yes,13.18526,1,10759.62,12,0,No,Month-to-month,Yes,41.88419,242.6326,4054.139668
8646,No,13.98197,0,54540.21,11,0,No,Month-to-month,No,62.80581,137.4686,5340.455949
8647,No,8.545651,0,25293.87,13,1,Yes,Two Year,No,43.50607,230.1051,4023.11996
8648,No,12.03334,0,82302.01,8,0,No,One year,Yes,47.29134,214.9663,4276.019791
8649,No,13.25889,0,73803.96,13,1,No,Two Year,Yes,70.89862,214.9663,6207.390421
8650,No,7.737478,1,22730.72,9,0,No,One year,No,55.88646,172.4579,5291.533225
8651,No,9.652243,1,68058.4,12,2,No,Two Year,Yes,57.51975,252.6378,5385.294842
8652,No,7.549896,0,14817.47,7,2,Yes,One year,No,69.4702,235.1591,6547.536791
8653,No,12.16638,0,2680.5,11,1,No,Month-to-month,No,71.8434,162.4937,6337.761157
8654,No,3.593769,1,43140.04,9,0,No,One year,Yes,67.5746,207.4673,6026.66605
8655,Yes,14.16588,0,73725.59,8,3,No,Month-to-month,Yes,45.39565,245.1283,4967.376182
8656,No,10.38318,0,27144.01,16,1,No,Two Year,No,48.45122,92.45514,4324.605332
8657,No,13.11179,0,93242.18,9,0,No,One year,Yes,63.57829,187.4673,6092.611808
8658,No,13.14495,0,34962.75,14,0,No,Two Year,No,71.84893,177.4876,6678.820787
8659,No,6.095828,1,62420.93,12,3,No,Month-to-month,No,71.63571,144.9889,6686.415286
8660,No,10.56544,0,75451.72,9,0,No,One year,Yes,61.63116,252.624,5652.464417
8661,No,11.90975,0,25259.64,7,3,No,Month-to-month,Yes,56.21975,162.5299,4844.197414
8662,No,12.54574,0,38284.67,14,0,No,Month-to-month,No,46.63416,182.4608,4271.125651
8663,No,12.68725,0,61210.24,15,3,No,Two Year,No,45.48614,117.4858,4129.318617
8664,No,5.20269,0,61350.75,13,1,No,Month-to-month,Yes,65.351,159.9642,5630.09035
8665,No,14.96457,0,56884.01,12,2,No,One year,No,69.67964,187.6094,6806.914428
8666,No,12.66209,0,52838.06,11,1,Yes,Month-to-month,Yes,54.42917,157.4836,4491.178233
8667,No,13.39011,0,24407.64,10,0,No,Two Year,No,67.91936,149.9845,6018.467281
8668,No,9.416793,0,44054.39,13,0,No,Two Year,No,68.43831,172.4555,6130.458297
8669,No,6.479447,0,58054.58,8,2,No,One year,Yes,69.22974,240.1149,6260.19195
8670,No,10.97487,0,50637.64,14,0,No,Month-to-month,Yes,66.90749,245.147,6916.234923
8671,No,11.16863,0,121986.8,11,2,No,One year,No,47.428,164.967,4715.545669
8672,No,11.43078,1,84647.54,4,0,No,Month-to-month,No,70.03095,104.9781,6258.956902
8673,No,13.30886,0,69911.65,16,0,No,Month-to-month,No,71.33938,220.1323,6509.69336
8674,No,12.87336,0,36844.26,17,0,No,Two Year,Yes,39.35678,194.9882,3850.583581
8675,No,11.12514,0,25875.88,8,2,No,Two Year,No,51.39701,210.1051,5130.234856
8676,No,11.88565,0,90621.46,11,0,No,Month-to-month,No,60.47246,172.4555,5181.079994
8677,No,10.92878,1,26826.69,14,1,No,Month-to-month,Yes,49.11678,204.9634,4563.3631
8678,No,14.07829,0,10149.33,12,0,Yes,Two Year,No,49.91708,155.0084,4620.120318
8679,No,13.57544,1,11920.23,17,0,No,Two Year,Yes,43.49892,164.9715,4300.053916
8680,No,12.59401,0,27208.28,12,1,No,Two Year,No,60.41609,230.1051,5495.763652
8681,No,9.305287,0,51338.06,13,0,No,One year,Yes,67.73415,255.1336,6699.368513
8682,No,11.26079,0,17702.11,12,2,No,Month-to-month,Yes,57.35881,159.9656,5233.297186
8683,No,10.82867,1,43343.9,11,2,No,Month-to-month,No,51.72997,172.4742,4744.535154
8684,No,10.77891,1,38645.12,13,1,No,Month-to-month,No,66.07094,127.482,5753.259075
8685,No,11.38322,0,49975.22,10,1,No,Month-to-month,Yes,71.31658,235.1417,6821.289567
8686,No,12.08421,0,75040.63,10,3,No,Two Year,Yes,67.78527,204.9634,6139.348089
8687,No,8.803547,0,44282.56,9,0,No,Month-to-month,Yes,59.1268,219.9902,5338.376401
8688,No,6.863699,0,18033.08,7,1,Yes,Month-to-month,No,49.71999,139.9678,4553.52168
8689,No,10.58398,0,55474.57,14,2,No,Two Year,No,66.27257,194.9699,5766.226735
8690,Yes,13.1858,0,28147.43,13,0,No,Month-to-month,Yes,56.78578,232.6378,5918.076763
8691,No,9.014063,0,37631.87,15,1,No,Month-to-month,No,66.54637,152.4555,6256.189224
8692,No,13.85041,0,30834.89,17,1,No,Month-to-month,Yes,70.61755,159.9794,6531.657744
8693,No,13.63409,0,14549.37,14,0,No,Month-to-month,No,51.98225,182.4608,4745.40142
8694,No,15.50911,0,82749.1,11,0,No,Month-to-month,Yes,68.18047,182.4676,6166.262519
8695,No,11.48014,0,9043.82,15,0,No,One year,No,55.8392,144.9889,5722.756561
8696,No,9.20179,0,36569.31,13,1,No,One year,Yes,50.77278,137.4978,4401.494135
8697,No,10.60652,1,23962.0,14,1,No,Month-to-month,No,61.8783,127.4421,5662.202015
8698,No,4.868635,1,7729.12,16,2,No,Two Year,No,55.92296,124.9643,4626.563441
8699,No,9.570081,0,55132.91,13,0,Yes,One year,No,70.22382,117.4872,6244.295389
8700,No,12.25941,1,33550.48,12,0,No,Month-to-month,No,37.10779,134.9509,3281.794165
8701,No,8.70545,0,10655.22,18,1,No,Two Year,Yes,71.85451,169.9447,6342.815783
8702,No,13.69583,1,16214.75,14,1,No,Month-to-month,Yes,71.40033,125.0073,6083.031895
8703,No,12.90071,0,37064.13,18,3,No,Month-to-month,No,48.14443,139.9512,4524.487668
8704,No,11.24519,1,16959.6,12,2,No,Month-to-month,No,69.80263,112.4551,5797.577084
8705,No,14.43743,1,53102.99,9,1,No,Month-to-month,No,62.90882,245.1457,5980.394774
8706,No,15.76081,0,22871.51,11,0,No,One year,Yes,52.38257,192.4705,4791.676231
8707,No,9.528981,1,8934.54,13,0,Yes,Two Year,Yes,55.49451,217.484,5127.332044
8708,No,7.513493,1,22328.75,11,0,No,One year,Yes,57.65949,177.4945,5759.875218
8709,No,12.46238,0,46018.62,15,2,No,Month-to-month,Yes,70.50313,172.4567,6568.314412
8710,No,6.783657,0,6063.08,12,0,Yes,Month-to-month,No,63.56932,222.65,5866.269219
8711,No,3.049819,2,4824.09,3,1,No,Month-to-month,No,48.20556,117.472,4321.775833
8712,No,9.498593,0,8716.7,12,3,Yes,One year,Yes,50.69797,220.1478,4917.704271
8713,No,17.2406,0,57316.09,11,0,No,One year,No,66.00509,222.6143,6410.875978
8714,No,10.28049,1,65542.94,14,1,No,Two Year,Yes,58.46541,149.989,5104.379413
8715,No,11.02103,0,47589.97,12,2,No,Month-to-month,No,71.9039,222.6281,6944.850526
8716,No,14.21641,1,18435.57,16,0,No,Two Year,Yes,69.35321,152.4624,6553.155711
8717,No,5.790787,0,20746.61,17,2,No,Month-to-month,Yes,44.14411,214.9663,3990.635991
8718,No,9.733195,1,38884.17,15,0,No,Two Year,Yes,50.72837,219.9902,4791.332346
8719,No,11.41985,0,62884.22,12,1,No,Month-to-month,Yes,66.19707,172.4624,5748.631133
8720,No,13.62563,0,23178.69,12,0,No,Month-to-month,No,46.94667,210.127,4471.005057
8721,No,13.21498,1,46509.62,11,0,No,One year,Yes,62.50486,182.4653,5510.771354
8722,No,7.223746,2,49597.04,13,0,Yes,Month-to-month,No,67.69816,117.472,5917.079917
8723,No,6.961508,1,29321.25,15,2,No,Two Year,No,59.94097,124.9781,5143.298984
8724,No,8.695731,1,5523.47,9,1,Yes,Two Year,Yes,63.45694,172.4567,5792.097707
8725,No,10.72665,0,41900.38,8,1,No,Month-to-month,No,62.83864,129.9763,5499.615826
8726,No,13.46933,0,41617.07,10,1,No,Two Year,Yes,54.07581,172.5104,4893.437646
8727,No,7.205236,0,25206.38,15,2,No,Month-to-month,Yes,70.33975,162.4676,6608.716989
8728,No,9.177935,1,36474.65,11,0,No,Month-to-month,Yes,61.70273,137.4836,5930.301451
8729,No,12.5131,0,13487.36,10,0,No,Month-to-month,No,55.74501,177.4876,5600.149879
8730,No,12.27023,0,23171.12,13,0,No,Two Year,Yes,71.12475,179.9794,6273.577349
8731,No,9.153981,0,46348.16,11,2,No,Month-to-month,Yes,66.96136,245.1283,6469.578976
8732,No,7.593547,0,38395.52,7,0,No,Two Year,No,71.99373,222.6143,6877.221038
8733,No,13.56479,1,65486.61,11,2,No,Month-to-month,No,60.98321,132.4798,5939.670076
8734,No,11.83986,1,29267.03,12,0,No,Month-to-month,No,60.50817,174.9618,5474.791065
8735,No,11.81333,1,38594.57,15,1,No,Month-to-month,No,59.53457,152.4884,5403.227013
8736,No,8.647466,1,69199.04,7,0,No,Month-to-month,No,71.12849,114.9838,6103.615106
8737,No,9.83918,1,24592.08,15,1,Yes,Month-to-month,No,67.78399,230.1051,6028.793302
8738,No,10.17608,0,8483.28,10,0,No,Month-to-month,No,60.77384,147.4738,5401.717861
8739,No,12.42426,0,21020.26,11,0,No,Two Year,Yes,64.38287,152.509,5932.680002
8740,No,8.244838,1,49830.03,12,1,No,One year,Yes,62.86571,267.6427,6315.89486
8741,No,9.573925,0,9743.36,17,1,No,Month-to-month,No,51.60705,159.9349,4446.381359
8742,No,7.085401,1,39116.35,8,1,No,Month-to-month,No,62.4542,257.6549,5898.163738
8743,No,14.86709,0,23908.68,9,2,No,Two Year,No,60.21411,159.965,5422.994493
8744,No,12.06821,0,74269.41,16,1,No,Month-to-month,No,47.1766,139.9512,4528.256454
8745,No,5.990015,0,143641.2,11,2,Yes,Month-to-month,No,64.5472,257.6549,6104.448181
8746,No,7.846047,1,40818.88,8,1,No,Two Year,No,51.92063,162.4689,4662.416793
8747,No,7.721397,0,43464.06,10,1,No,Month-to-month,Yes,54.09544,242.6435,5158.501952
8748,No,13.80786,0,35713.37,11,3,No,Month-to-month,Yes,56.19138,184.9496,5533.878378
8749,No,5.43532,0,50967.01,14,0,Yes,Two Year,Yes,57.98413,174.9768,5688.321792
8750,No,14.18172,0,87775.72,17,2,No,Month-to-month,Yes,62.60438,147.4564,5716.118122
8751,No,15.52293,2,42200.42,11,4,No,Month-to-month,Yes,42.04904,147.4564,4002.030513
8752,Yes,7.843571,1,8517.87,10,1,No,Month-to-month,No,62.71718,242.6281,5772.05845
8753,No,14.32421,0,17271.98,15,0,No,Month-to-month,No,47.4649,129.9483,4571.667787
8754,Yes,11.31332,1,55223.1,10,1,No,Month-to-month,Yes,63.38783,257.6513,6325.364407
8755,No,11.42906,1,37327.76,11,1,Yes,Month-to-month,No,56.15392,124.9643,4737.057384
8756,No,9.343467,2,26449.68,14,2,No,Two Year,Yes,62.13428,267.6427,6368.713686
8757,No,7.932636,1,14865.17,14,1,No,Month-to-month,Yes,63.90796,152.4624,6037.703682
8758,No,13.10714,0,35016.3,12,0,No,Two Year,No,62.75391,127.4887,5743.678257
8759,No,8.890323,0,83829.32,9,0,Yes,Two Year,Yes,64.25291,137.4836,6001.002897
8760,No,14.39644,0,53684.77,13,1,No,Month-to-month,No,69.22651,142.4713,6317.450344
8761,Yes,3.62071,1,9539.84,12,0,No,Month-to-month,Yes,36.28161,275.1198,3570.28345
8762,No,8.372112,0,51834.27,11,1,No,Two Year,Yes,46.38454,112.4844,3971.648787
8763,No,7.382379,0,24548.06,10,0,No,One year,Yes,62.53352,172.4624,5577.591754
8764,No,8.217405,1,35021.59,12,3,No,One year,Yes,38.29305,204.9634,3735.933485
8765,No,9.257433,1,12558.05,17,0,No,One year,No,50.62244,220.1323,4783.40882
8766,No,7.542706,2,41466.61,11,1,No,Month-to-month,Yes,64.88052,149.9928,6167.49975
8767,No,5.646097,0,12835.28,15,1,Yes,Month-to-month,Yes,45.66396,147.4783,4103.113939
8768,No,7.929892,1,30006.94,8,0,No,Month-to-month,No,69.59341,117.4392,6309.777908
8769,No,12.77867,1,37078.58,17,1,No,One year,No,62.1578,149.9621,5467.127682
8770,No,14.38703,2,17583.94,9,2,No,Two Year,Yes,71.13694,197.4945,6195.809016
8771,No,7.954615,0,51228.78,12,0,Yes,Month-to-month,Yes,64.14083,144.9607,5667.006419
8772,No,8.392515,0,41164.66,13,1,No,Month-to-month,Yes,69.657,257.6513,6959.755373
8773,No,10.76023,1,81130.95,12,0,No,One year,Yes,41.23951,112.4844,3623.079115
8774,No,13.80292,0,26005.03,10,2,Yes,Month-to-month,No,49.20691,139.9568,4355.520561
8775,No,2.833788,0,33971.73,4,0,No,One year,No,56.37573,225.1457,6089.067076
8776,No,3.94786,0,28857.38,9,1,No,Month-to-month,No,39.42138,127.4601,3838.72543
8777,No,10.14717,0,71822.03,12,1,No,Month-to-month,No,66.31761,142.4689,6123.146207
8778,No,9.754194,1,18813.32,10,1,No,Two Year,No,62.52045,222.65,6018.341413
8779,No,9.718559,0,15426.3,11,2,No,One year,No,71.40954,134.9509,5869.863059
8780,No,9.93934,0,29567.14,12,2,Yes,Month-to-month,Yes,58.96403,172.4567,5534.707356
8781,No,13.34793,0,19869.24,8,2,No,Two Year,Yes,60.72007,192.4885,5385.46775
8782,No,13.0464,1,18001.12,13,2,No,Month-to-month,Yes,61.46188,137.4836,5760.474223
8783,No,8.372268,0,7742.36,10,4,Yes,Month-to-month,No,55.09485,142.4689,5278.98567
8784,No,9.075447,1,28768.29,10,0,No,Two Year,No,40.53237,134.9509,3515.623391
8785,No,5.218697,0,11311.31,14,0,No,Two Year,No,71.26615,112.4551,5802.742727
8786,No,4.812688,1,13102.29,11,1,No,Month-to-month,Yes,51.36891,144.9607,4429.96209
8787,No,9.534548,2,28125.21,13,2,No,Month-to-month,No,51.2129,104.9629,4493.014399
8788,Yes,11.07583,1,10889.01,12,0,No,Month-to-month,Yes,52.17851,242.6106,5360.147757
8789,No,12.89208,0,97230.0,12,0,No,Month-to-month,Yes,57.07265,207.4974,5095.801843
8790,No,7.348999,0,102431.3,8,2,No,Two Year,No,50.49273,127.4601,4702.945848
8791,No,13.09495,1,9841.71,3,1,No,Month-to-month,No,57.00347,155.0084,5048.669549
8792,No,8.893585,0,33129.89,19,0,Yes,Two Year,No,71.44791,147.4738,5964.710238
8793,No,10.49877,0,11491.42,12,0,No,Two Year,Yes,66.50713,230.1344,6078.515237
8794,No,12.04636,0,91326.09,14,1,No,Month-to-month,No,61.82003,130.0064,5640.896253
8795,No,12.24576,1,12537.81,16,2,No,Month-to-month,No,51.99282,139.9349,4977.28191
8796,No,8.373351,0,29161.56,15,1,No,Two Year,Yes,68.93363,204.9797,6101.208542
8797,No,8.714228,2,32720.92,10,3,Yes,One year,Yes,68.59726,149.9447,6228.700498
8798,No,4.859953,0,41311.65,9,1,No,Month-to-month,No,67.53691,134.9509,5711.519767
8799,No,4.248599,0,17893.93,16,0,No,One year,No,65.77898,127.4586,5756.842503
8800,No,13.52153,0,11575.14,18,0,No,One year,No,64.48578,197.4876,5783.315378
8801,No,7.400824,0,37039.36,10,2,No,Two Year,Yes,68.68812,275.1198,6237.31669
8802,No,13.84425,0,46051.44,10,0,No,Month-to-month,No,64.79987,200.1185,6099.425081
8803,No,12.88571,0,42539.6,10,1,No,One year,No,66.70002,159.9512,5765.098354
8804,No,5.180762,0,9374.34,11,0,Yes,Month-to-month,Yes,55.40847,157.4698,4843.560902
8805,No,11.22071,1,20114.83,12,2,No,One year,Yes,58.52385,192.4404,5246.886102
8806,No,11.75222,2,8361.24,11,0,No,Two Year,Yes,69.12212,179.9476,6093.076557
8807,Yes,7.611319,0,12555.95,9,0,Yes,Two Year,Yes,70.7555,255.1336,7081.306842
8808,No,11.84312,1,13837.86,9,1,No,Month-to-month,No,62.23897,139.9512,5806.10196
8809,No,3.741667,0,50100.2,7,0,No,Two Year,Yes,69.27587,175.0048,6309.305361
8810,No,5.781365,0,22802.9,7,0,No,Month-to-month,No,48.27562,139.9349,4797.290998
8811,No,6.946895,0,33364.77,19,0,No,Two Year,No,69.31577,127.4958,5979.37126
8812,Yes,10.73266,1,14382.5,12,1,No,Month-to-month,Yes,43.87969,207.4811,4042.115496
8813,No,10.97278,0,82983.69,13,0,No,Month-to-month,Yes,60.99965,217.4725,5544.621469
8814,No,10.26236,0,57552.49,20,0,No,Month-to-month,No,57.60401,137.4686,4865.052135
8815,No,11.83057,0,111778.1,19,1,No,Month-to-month,No,47.67256,222.65,4666.085107
8816,No,11.17449,2,9316.7,13,0,No,Month-to-month,Yes,65.99581,207.4754,6238.598854
8817,No,4.188314,0,1935.7,17,0,Yes,One year,No,65.27026,139.9979,5599.71353
8818,No,8.86123,0,11955.52,10,1,No,Two Year,Yes,68.61891,162.4653,6463.857008
8819,Yes,6.945119,0,19329.4,8,1,No,Month-to-month,Yes,47.60481,275.1336,4546.718887
8820,No,6.762606,0,34710.68,7,0,Yes,Month-to-month,No,68.47424,159.9512,5805.877345
8821,No,10.67431,0,30964.02,15,1,No,Month-to-month,No,62.78883,242.6281,5841.624759
8822,No,5.408724,0,50637.25,9,0,No,Month-to-month,Yes,48.01685,227.4754,4240.153662
8823,No,12.15027,1,117715.3,11,1,Yes,Two Year,Yes,71.07998,222.6792,6522.842043
8824,Yes,2.809005,0,44511.9,11,2,No,Month-to-month,Yes,61.48122,242.6573,5700.115786
8825,No,14.45854,1,29670.11,11,1,No,Month-to-month,Yes,70.42068,204.9496,6314.533192
8826,No,12.53937,1,21046.8,17,4,No,Month-to-month,No,67.10773,117.4835,6044.025399
8827,No,7.489466,1,40885.91,10,0,No,Month-to-month,No,60.31971,149.9598,5264.734623
8828,No,8.353322,1,7974.41,14,3,No,Two Year,Yes,60.69166,160.0013,5456.214913
8829,No,9.502103,1,11288.95,14,3,No,Month-to-month,No,70.56821,139.9568,6036.967859
8830,No,11.28043,0,110343.8,17,2,No,Month-to-month,No,58.95425,92.48802,4930.445331
8831,No,12.47347,1,186156.6,13,0,No,Month-to-month,No,65.66957,255.1372,6174.944351
8832,No,17.6619,0,10795.57,7,0,No,Two Year,No,50.71608,149.9707,4577.776917
8833,No,11.62638,2,18961.05,17,1,No,Month-to-month,No,70.77383,147.4601,5943.959339
8834,No,5.95531,0,56565.69,10,0,Yes,Month-to-month,Yes,63.9264,159.9875,5559.691145
8835,No,11.78919,0,8167.63,10,0,Yes,Month-to-month,No,71.59439,127.4887,6018.175438
8836,No,5.763324,0,75515.78,12,0,No,Two Year,Yes,71.05361,162.4538,6497.863463
8837,No,9.040573,0,37399.88,18,0,No,Two Year,No,58.73457,129.9483,5537.702266
8838,No,7.338928,0,60276.48,3,2,No,Month-to-month,No,68.20321,139.9678,5797.443843
8839,Yes,8.040747,1,15299.42,8,3,No,Month-to-month,Yes,51.67488,242.6573,5050.700652
8840,No,7.854625,1,58545.72,14,0,No,Two Year,No,60.93346,164.967,5888.45156
8841,No,13.22789,1,12912.29,12,0,No,Month-to-month,Yes,42.82102,137.4978,3862.289881
8842,No,13.24732,0,21423.42,11,4,No,Month-to-month,Yes,58.57249,112.4844,4938.967049
8843,No,8.152813,1,53979.72,12,0,No,One year,No,55.68741,114.9838,4637.682474
8844,No,14.22857,1,34343.05,7,0,Yes,One year,No,69.5048,165.0113,6205.183353
8845,No,12.77384,0,19606.42,15,0,No,Two Year,No,62.89177,197.6288,5629.088178
